size 50 40
tileset outdoor
visibilityRadius 8
unexplored


encounter "demonsLvl18" 40 19
encounter "demonsLvl18" 21 31
encounter "demonsLvl18" 5 29
encounter "demonsLvl18" 9 16
encounter "demonsLvl18" 24 6

item 1 "chest_lock_exceptional" 43 4
elevation 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 


opaque
impass  0 0  0 1  0 2  0 3  0 4  0 5  0 6  0 7  0 8  0 9  0 10  0 11  0 12  0 13  0 14  0 15  0 16  0 17  0 18  0 19  0 20  0 21  0 22  0 23  0 24  0 25  0 26  0 27  0 28  0 29  0 30  0 31  0 32  0 33  0 34  0 35  0 36  0 37  0 38  0 39  1 0  1 1  1 2  1 3  1 4  1 5  1 6  1 7  1 8  1 9  1 10  1 11  1 12  1 13  1 14  1 15  1 16  1 17  1 18  1 19  1 20  1 21  1 22  1 23  1 24  1 25  1 26  1 27  1 28  1 29  1 30  1 31  1 32  1 33  1 34  1 35  1 36  1 37  1 38  1 39  2 0  2 1  2 2  2 3  2 4  2 5  2 6  2 7  2 8  2 9  2 10  2 11  2 12  2 13  2 14  2 15  2 16  2 17  2 18  2 19  2 20  2 21  2 22  2 23  2 24  2 25  2 26  2 27  2 28  2 32  2 33  2 34  2 35  2 36  2 37  2 38  2 39  3 0  3 1  3 2  3 3  3 4  3 5  3 6  3 7  3 8  3 9  3 10  3 11  3 12  3 13  3 14  3 15  3 16  3 17  3 18  3 19  3 20  3 21  3 22  3 23  3 24  3 25  3 26  3 27  3 32  3 33  3 34  3 35  3 36  3 37  3 38  3 39  4 0  4 1  4 2  4 3  4 4  4 5  4 6  4 7  4 8  4 9  4 10  4 11  4 12  4 13  4 14  4 18  4 19  4 20  4 21  4 22  4 26  4 33  4 34  4 35  4 36  4 37  4 38  4 39  5 0  5 1  5 2  5 3  5 4  5 5  5 6  5 7  5 8  5 9  5 10  5 11  5 12  5 13  5 18  5 34  5 35  5 36  5 37  5 38  5 39  6 0  6 1  6 2  6 3  6 4  6 5  6 6  6 7  6 8  6 9  6 10  6 11  6 12  6 13  6 38  6 39  7 0  7 1  7 2  7 3  7 4  7 5  7 6  7 7  7 8  7 9  7 10  7 11  7 12  7 38  7 39  8 0  8 1  8 2  8 3  8 4  8 5  8 6  8 7  8 8  8 9  8 10  8 11  8 12  8 13  8 39  9 0  9 1  9 2  9 3  9 4  9 5  9 6  9 7  9 8  9 9  9 10  9 11  9 38  9 39  10 0  10 1  10 2  10 3  10 4  10 5  10 6  10 7  10 8  10 9  10 10  10 11  10 38  10 39  11 0  11 1  11 2  11 3  11 4  11 5  11 6  11 7  11 8  11 10  11 11  11 17  11 18  11 19  11 37  11 38  11 39  12 0  12 1  12 2  12 3  12 4  12 5  12 11  12 17  12 18  12 19  12 20  12 38  12 39  13 0  13 1  13 2  13 3  13 4  13 15  13 16  13 17  13 18  13 19  13 20  13 24  13 28  13 38  13 39  14 0  14 1  14 2  14 3  14 4  14 6  14 15  14 16  14 17  14 18  14 19  14 20  14 21  14 22  14 23  14 24  14 25  14 26  14 27  14 28  14 29  14 30  14 31  14 38  14 39  15 0  15 3  15 4  15 13  15 14  15 15  15 16  15 17  15 18  15 19  15 20  15 21  15 22  15 23  15 24  15 25  15 26  15 27  15 28  15 29  15 30  15 38  15 39  16 0  16 1  16 2  16 3  16 5  16 13  16 14  16 15  16 16  16 17  16 18  16 19  16 20  16 21  16 22  16 23  16 24  16 25  16 26  16 27  16 28  16 29  16 30  16 31  16 39  17 0  17 3  17 6  17 13  17 14  17 15  17 16  17 17  17 18  17 19  17 20  17 21  17 22  17 23  17 24  17 25  17 26  17 27  17 28  17 29  17 30  17 38  17 39  18 0  18 4  18 11  18 14  18 15  18 16  18 17  18 18  18 19  18 20  18 21  18 22  18 23  18 24  18 25  18 26  18 27  18 28  18 29  18 38  18 39  19 0  19 4  19 13  19 14  19 15  19 16  19 17  19 18  19 19  19 20  19 21  19 22  19 23  19 24  19 25  19 26  19 27  19 28  19 37  19 38  19 39  20 0  20 4  20 15  20 16  20 17  20 18  20 19  20 20  20 21  20 22  20 23  20 24  20 25  20 26  20 38  20 39  21 0  21 3  21 15  21 16  21 17  21 18  21 19  21 20  21 21  21 22  21 23  21 37  21 38  21 39  22 0  22 4  22 15  22 16  22 17  22 18  22 19  22 20  22 21  22 22  22 23  22 37  22 38  22 39  23 0  23 1  23 2  23 3  23 12  23 14  23 15  23 16  23 17  23 18  23 19  23 20  23 21  23 35  23 36  23 37  23 38  23 39  24 0  24 15  24 16  24 17  24 18  24 19  24 20  24 21  24 36  24 37  24 38  24 39  25 0  25 1  25 2  25 3  25 15  25 16  25 17  25 18  25 19  25 20  25 27  25 28  25 29  25 35  25 36  25 37  25 38  25 39  26 0  26 4  26 15  26 16  26 17  26 18  26 19  26 20  26 21  26 26  26 27  26 28  26 29  26 30  26 31  26 36  26 37  26 38  26 39  27 0  27 4  27 14  27 15  27 16  27 17  27 18  27 19  27 20  27 25  27 26  27 27  27 28  27 29  27 30  27 31  27 36  27 37  27 38  27 39  28 0  28 4  28 12  28 14  28 15  28 16  28 17  28 18  28 19  28 20  28 25  28 26  28 27  28 28  28 29  28 30  28 31  28 32  28 36  28 37  28 38  28 39  29 0  29 4  29 14  29 15  29 16  29 17  29 18  29 19  29 25  29 26  29 27  29 28  29 29  29 30  29 31  29 35  29 36  29 37  29 38  29 39  30 0  30 5  30 7  30 14  30 15  30 16  30 17  30 18  30 19  30 20  30 25  30 26  30 27  30 28  30 29  30 30  30 31  30 35  30 36  30 37  30 38  30 39  31 0  31 4  31 5  31 6  31 7  31 12  31 13  31 14  31 15  31 16  31 17  31 18  31 19  31 25  31 26  31 27  31 28  31 29  31 30  31 31  31 34  31 35  31 36  31 37  31 38  31 39  32 0  32 4  32 5  32 6  32 7  32 9  32 12  32 13  32 14  32 15  32 16  32 17  32 18  32 19  32 20  32 25  32 26  32 27  32 28  32 29  32 30  32 31  32 32  32 33  32 35  32 36  32 37  32 38  32 39  33 0  33 1  33 2  33 3  33 4  33 5  33 6  33 7  33 8  33 11  33 12  33 13  33 14  33 15  33 16  33 17  33 18  33 19  33 20  33 24  33 25  33 26  33 27  33 28  33 29  33 30  33 31  33 32  33 33  33 35  33 36  33 37  33 38  33 39  34 0  34 1  34 2  34 3  34 4  34 5  34 6  34 7  34 8  34 9  34 11  34 12  34 13  34 14  34 15  34 16  34 17  34 18  34 19  34 20  34 24  34 25  34 26  34 27  34 28  34 29  34 30  34 31  34 32  34 33  34 36  34 37  34 38  34 39  35 0  35 1  35 2  35 3  35 4  35 5  35 6  35 7  35 8  35 9  35 10  35 11  35 12  35 13  35 14  35 15  35 16  35 17  35 18  35 19  35 24  35 25  35 26  35 27  35 28  35 29  35 30  35 31  35 35  35 36  35 37  35 38  35 39  36 0  36 1  36 2  36 3  36 4  36 5  36 6  36 7  36 8  36 9  36 10  36 11  36 12  36 13  36 14  36 15  36 16  36 17  36 18  36 19  36 25  36 26  36 27  36 28  36 29  36 30  36 31  36 36  36 37  36 38  36 39  37 0  37 1  37 2  37 3  37 4  37 5  37 6  37 7  37 8  37 9  37 10  37 11  37 12  37 13  37 14  37 15  37 16  37 24  37 25  37 26  37 27  37 28  37 29  37 30  37 36  37 37  37 38  37 39  38 0  38 1  38 2  38 3  38 4  38 5  38 6  38 7  38 8  38 9  38 10  38 11  38 12  38 13  38 14  38 15  38 16  38 24  38 25  38 26  38 27  38 28  38 29  38 30  38 31  38 37  38 38  38 39  39 0  39 1  39 2  39 3  39 4  39 5  39 6  39 7  39 8  39 9  39 10  39 11  39 12  39 13  39 14  39 15  39 24  39 25  39 26  39 27  39 28  39 29  39 30  39 31  39 36  39 37  39 38  39 39  40 0  40 1  40 2  40 3  40 4  40 9  40 10  40 11  40 12  40 13  40 14  40 15  40 26  40 27  40 28  40 29  40 30  40 31  40 32  40 37  40 38  40 39  41 0  41 1  41 2  41 3  41 9  41 10  41 26  41 27  41 28  41 29  41 30  41 31  41 37  41 38  41 39  42 0  42 1  42 2  42 3  42 10  42 20  42 30  42 31  42 32  42 38  42 39  43 0  43 1  43 2  43 3  43 19  43 20  43 21  43 38  43 39  44 0  44 1  44 2  44 3  44 4  44 15  44 19  44 20  44 21  44 22  44 38  44 39  45 0  45 1  45 2  45 3  45 4  45 14  45 15  45 16  45 17  45 18  45 19  45 20  45 21  45 22  45 23  45 37  45 38  45 39  46 0  46 1  46 2  46 3  46 4  46 5  46 6  46 12  46 13  46 14  46 15  46 16  46 17  46 18  46 19  46 20  46 21  46 22  46 23  46 24  46 29  46 30  46 37  46 38  46 39  47 0  47 1  47 2  47 3  47 4  47 9  47 10  47 11  47 12  47 13  47 14  47 15  47 16  47 17  47 18  47 19  47 20  47 21  47 22  47 23  47 24  47 25  47 26  47 27  47 28  47 29  47 30  47 31  47 32  47 37  47 38  47 39  48 0  48 1  48 2  48 3  48 4  48 5  48 6  48 7  48 8  48 9  48 10  48 11  48 12  48 13  48 14  48 15  48 16  48 17  48 18  48 19  48 20  48 21  48 22  48 23  48 24  48 25  48 26  48 27  48 28  48 29  48 30  48 31  48 32  48 33  48 37  48 38  48 39  49 0  49 1  49 2  49 3  49 4  49 5  49 6  49 7  49 8  49 9  49 10  49 11  49 12  49 13  49 14  49 15  49 16  49 17  49 18  49 19  49 20  49 21  49 22  49 23  49 24  49 25  49 26  49 27  49 28  49 29  49 30  49 31  49 32  49 33  49 34  49 35  49 36  49 37  49 38  49 39
